iteracao,linha,tempo,f,B,theta,G,perda
0,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
0,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
0,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
0,L1,0,-0.12,0.5,-0.24,0.2,0.01152
0,L1,1,-0.12,0.5,-0.24,0.2,0.01152
0,L1,2,-0.009999999999999995,0.5,-0.01999999999999999,0.2,7.999999999999993e-05
0,L2,0,0.11,0.5,0.22,0.2,0.009680000000000001
0,L2,1,0.11,0.5,0.22,0.2,0.009680000000000001
0,L2,2,0.12,0.5,0.24,0.2,0.01152
0,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
0,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
0,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
1,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
1,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
1,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
1,L1,0,-0.12,0.5,-0.24,0.2,0.01152
1,L1,1,-0.12,0.5,-0.24,0.2,0.01152
1,L1,2,-0.019932231404958672,0.5,-0.039864462809917345,0.2,0.00031783507902465665
1,L2,0,0.09526776859504132,0.5,0.19053553719008265,0.2,0.007260758186462674
1,L2,1,0.09526776859504132,0.5,0.19053553719008265,0.2,0.007260758186462674
1,L2,2,0.12,0.5,0.24,0.2,0.01152
1,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
1,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
1,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
2,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
2,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
2,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
2,L1,0,-0.12,0.5,-0.24,0.2,0.01152
2,L1,1,-0.12,0.5,-0.24,0.2,0.01152
2,L1,2,-0.020051148944470992,0.5,-0.040102297888941985,0.2,0.0003216388591946882
2,L2,0,0.09647738950180998,0.5,0.19295477900361996,0.2,0.0074463093480671635
2,L2,1,0.09647738950180998,0.5,0.19295477900361996,0.2,0.0074463093480671635
2,L2,2,0.12,0.5,0.24,0.2,0.01152
2,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
2,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
2,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
3,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
3,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
3,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
3,L1,0,-0.12,0.5,-0.24,0.2,0.01152
3,L1,1,-0.12,0.5,-0.24,0.2,0.01152
3,L1,2,-0.020053050834556024,0.5,-0.04010610166911205,0.2,0.00032169987821863047
3,L2,0,0.09638461392100775,0.5,0.1927692278420155,0.2,0.0074319950405613774
3,L2,1,0.09638461392100775,0.5,0.1927692278420155,0.2,0.0074319950405613774
3,L2,2,0.12,0.5,0.24,0.2,0.01152
3,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
3,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
3,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
4,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
4,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
4,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
4,L1,0,-0.12,0.5,-0.24,0.2,0.01152
4,L1,1,-0.12,0.5,-0.24,0.2,0.01152
4,L1,2,-0.020053081344067983,0.5,-0.040106162688135966,0.2,0.00032170085711344593
4,L2,0,0.09639177107476063,0.5,0.19278354214952126,0.2,0.0074330988247432485
4,L2,1,0.09639177107476063,0.5,0.19278354214952126,0.2,0.0074330988247432485
4,L2,2,0.12,0.5,0.24,0.2,0.01152
4,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
4,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
4,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
5,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
5,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
5,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
5,L1,0,-0.12,0.5,-0.24,0.2,0.01152
5,L1,1,-0.12,0.5,-0.24,0.2,0.01152
5,L1,2,-0.020053081833515396,0.5,-0.04010616366703079,0.2,0.00032170087281733215
5,L2,0,0.0963912191826697,0.5,0.1927824383653394,0.2,0.007433013708417178
5,L2,1,0.0963912191826697,0.5,0.1927824383653394,0.2,0.007433013708417178
5,L2,2,0.12,0.5,0.24,0.2,0.01152
5,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
5,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
5,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
6,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
6,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
6,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
6,L1,0,-0.12,0.5,-0.24,0.2,0.01152
6,L1,1,-0.12,0.5,-0.24,0.2,0.01152
6,L1,2,-0.020053081841367337,0.5,-0.040106163682734675,0.2,0.00032170087306926116
6,L2,0,0.09639126174083273,0.5,0.19278252348166547,0.2,0.007433020271991779
6,L2,1,0.09639126174083273,0.5,0.19278252348166547,0.2,0.007433020271991779
6,L2,2,0.12,0.5,0.24,0.2,0.01152
6,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
6,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
6,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
7,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
7,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
7,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
7,L1,0,-0.12,0.5,-0.24,0.2,0.01152
7,L1,1,-0.12,0.5,-0.24,0.2,0.01152
7,L1,2,-0.020053081841493306,0.5,-0.04010616368298661,0.2,0.00032170087307330285
7,L2,0,0.09639125845904543,0.5,0.19278251691809087,0.2,0.007433019765854799
7,L2,1,0.09639125845904543,0.5,0.19278251691809087,0.2,0.007433019765854799
7,L2,2,0.12,0.5,0.24,0.2,0.01152
7,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
7,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
7,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
8,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
8,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
8,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
8,L1,0,-0.12,0.5,-0.24,0.2,0.01152
8,L1,1,-0.12,0.5,-0.24,0.2,0.01152
8,L1,2,-0.020053081841495318,0.5,-0.040106163682990636,0.2,0.0003217008730733674
8,L2,0,0.09639125871211393,0.5,0.19278251742422786,0.2,0.007433019804884544
8,L2,1,0.09639125871211393,0.5,0.19278251742422786,0.2,0.007433019804884544
8,L2,2,0.12,0.5,0.24,0.2,0.01152
8,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
8,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
8,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
9,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
9,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
9,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
9,L1,0,-0.12,0.5,-0.24,0.2,0.01152
9,L1,1,-0.12,0.5,-0.24,0.2,0.01152
9,L1,2,-0.02005308184149536,0.5,-0.04010616368299072,0.2,0.00032170087307336877
9,L2,0,0.09639125869259905,0.5,0.1927825173851981,0.2,0.0074330198018748425
9,L2,1,0.09639125869259905,0.5,0.1927825173851981,0.2,0.0074330198018748425
9,L2,2,0.12,0.5,0.24,0.2,0.01152
9,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
9,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
9,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
10,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
10,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
10,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
10,L1,0,-0.12,0.5,-0.24,0.2,0.01152
10,L1,1,-0.12,0.5,-0.24,0.2,0.01152
10,L1,2,-0.02005308184149536,0.5,-0.04010616368299072,0.2,0.00032170087307336877
10,L2,0,0.09639125869410389,0.5,0.19278251738820779,0.2,0.007433019802106928
10,L2,1,0.09639125869410389,0.5,0.19278251738820779,0.2,0.007433019802106928
10,L2,2,0.12,0.5,0.24,0.2,0.01152
10,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
10,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
10,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
11,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
11,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
11,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
11,L1,0,-0.12,0.5,-0.24,0.2,0.01152
11,L1,1,-0.12,0.5,-0.24,0.2,0.01152
11,L1,2,-0.02005308184149536,0.5,-0.04010616368299072,0.2,0.00032170087307336877
11,L2,0,0.09639125869398786,0.5,0.19278251738797572,0.2,0.007433019802089032
11,L2,1,0.09639125869398786,0.5,0.19278251738797572,0.2,0.007433019802089032
11,L2,2,0.12,0.5,0.24,0.2,0.01152
11,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
11,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
11,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
12,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
12,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
12,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
12,L1,0,-0.12,0.5,-0.24,0.2,0.01152
12,L1,1,-0.12,0.5,-0.24,0.2,0.01152
12,L1,2,-0.02005308184149536,0.5,-0.04010616368299072,0.2,0.00032170087307336877
12,L2,0,0.09639125869399681,0.5,0.19278251738799362,0.2,0.007433019802090413
12,L2,1,0.09639125869399681,0.5,0.19278251738799362,0.2,0.007433019802090413
12,L2,2,0.12,0.5,0.24,0.2,0.01152
12,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
12,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
12,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
13,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
13,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
13,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
13,L1,0,-0.12,0.5,-0.24,0.2,0.01152
13,L1,1,-0.12,0.5,-0.24,0.2,0.01152
13,L1,2,-0.02005308184149536,0.5,-0.04010616368299072,0.2,0.00032170087307336877
13,L2,0,0.09639125869399612,0.5,0.19278251738799224,0.2,0.007433019802090306
13,L2,1,0.09639125869399612,0.5,0.19278251738799224,0.2,0.007433019802090306
13,L2,2,0.12,0.5,0.24,0.2,0.01152
13,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
13,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
13,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
14,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
14,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
14,L0,2,-0.06,0.33,-0.1818181818181818,0.25,0.008264462809917354
14,L1,0,-0.12,0.5,-0.24,0.2,0.01152
14,L1,1,-0.12,0.5,-0.24,0.2,0.01152
14,L1,2,-0.02005308184149536,0.5,-0.04010616368299072,0.2,0.00032170087307336877
14,L2,0,0.09639125869399617,0.5,0.19278251738799235,0.2,0.007433019802090314
14,L2,1,0.09639125869399617,0.5,0.19278251738799235,0.2,0.007433019802090314
14,L2,2,0.12,0.5,0.24,0.2,0.01152
14,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
14,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
14,L3,2,0.1,0.7,0.14285714285714288,0.2,0.004081632653061226
0,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
0,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
0,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
0,L1,0,0.12,0.5,0.24,0.2,0.01152
0,L1,1,0.12,0.5,0.24,0.2,0.01152
0,L1,2,0.09999999999999995,0.5,0.1999999999999999,0.2,0.007999999999999991
0,L2,0,0.12,0.5,0.24,0.2,0.01152
0,L2,1,0.12,0.5,0.24,0.2,0.01152
0,L2,2,0.12,0.5,0.24,0.2,0.01152
0,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
0,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
0,L3,2,-0.05999999999999997,0.7,-0.08571428571428567,0.2,0.0014693877551020394
1,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
1,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
1,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
1,L1,0,0.12,0.5,0.24,0.2,0.01152
1,L1,1,0.12,0.5,0.24,0.2,0.01152
1,L1,2,0.09562775510204077,0.5,0.19125551020408155,0.2,0.007315734036684708
1,L2,0,0.12,0.5,0.24,0.2,0.01152
1,L2,1,0.12,0.5,0.24,0.2,0.01152
1,L2,2,0.12,0.5,0.24,0.2,0.01152
1,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
1,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
1,L3,2,-0.058693877551020374,0.7,-0.08384839650145769,0.2,0.0014061107191731324
2,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
2,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
2,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
2,L1,0,0.12,0.5,0.24,0.2,0.01152
2,L1,1,0.12,0.5,0.24,0.2,0.01152
2,L1,2,0.09522234508445424,0.5,0.19044469016890847,0.2,0.007253836002706309
2,L2,0,0.12,0.5,0.24,0.2,0.01152
2,L2,1,0.12,0.5,0.24,0.2,0.01152
2,L2,2,0.12,0.5,0.24,0.2,0.01152
2,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
2,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
2,L3,2,-0.058662239033055924,0.7,-0.08380319861865132,0.2,0.0014045952197434246
3,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
3,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
3,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
3,L1,0,0.12,0.5,0.24,0.2,0.01152
3,L1,1,0.12,0.5,0.24,0.2,0.01152
3,L1,2,0.09518988056803532,0.5,0.19037976113607064,0.2,0.007248890690045463
3,L2,0,0.12,0.5,0.24,0.2,0.01152
3,L2,1,0.12,0.5,0.24,0.2,0.01152
3,L2,2,0.12,0.5,0.24,0.2,0.01152
3,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
3,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
3,L3,2,-0.05866148128334106,0.7,-0.08380211611905866,0.2,0.0014045589332064385
4,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
4,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
4,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
4,L1,0,0.12,0.5,0.24,0.2,0.01152
4,L1,1,0.12,0.5,0.24,0.2,0.01152
4,L1,2,0.09518737162516785,0.5,0.1903747432503357,0.2,0.007248508573526248
4,L2,0,0.12,0.5,0.24,0.2,0.01152
4,L2,1,0.12,0.5,0.24,0.2,0.01152
4,L2,2,0.12,0.5,0.24,0.2,0.01152
4,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
4,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
4,L3,2,-0.05866146314007256,0.7,-0.08380209020010367,0.2,0.0014045580643812622
5,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
5,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
5,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
5,L1,0,0.12,0.5,0.24,0.2,0.01152
5,L1,1,0.12,0.5,0.24,0.2,0.01152
5,L1,2,0.09518717969808313,0.5,0.19037435939616626,0.2,0.0072484793431001355
5,L2,0,0.12,0.5,0.24,0.2,0.01152
5,L2,1,0.12,0.5,0.24,0.2,0.01152
5,L2,2,0.12,0.5,0.24,0.2,0.01152
5,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
5,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
5,L3,2,-0.05866146270566,0.7,-0.0838020895795143,0.2,0.0014045580435785878
6,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
6,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
6,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
6,L1,0,0.12,0.5,0.24,0.2,0.01152
6,L1,1,0.12,0.5,0.24,0.2,0.01152
6,L1,2,0.0951871650620674,0.5,0.1903743301241348,0.2,0.007248477114042612
6,L2,0,0.12,0.5,0.24,0.2,0.01152
6,L2,1,0.12,0.5,0.24,0.2,0.01152
6,L2,2,0.12,0.5,0.24,0.2,0.01152
6,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
6,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
6,L3,2,-0.058661462695258654,0.7,-0.08380208956465522,0.2,0.0014045580430804992
7,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
7,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
7,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
7,L1,0,0.12,0.5,0.24,0.2,0.01152
7,L1,1,0.12,0.5,0.24,0.2,0.01152
7,L1,2,0.09518716394704049,0.5,0.19037432789408099,0.2,0.007248476944224612
7,L2,0,0.12,0.5,0.24,0.2,0.01152
7,L2,1,0.12,0.5,0.24,0.2,0.01152
7,L2,2,0.12,0.5,0.24,0.2,0.01152
7,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
7,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
7,L3,2,-0.058661462695009575,0.7,-0.0838020895642994,0.2,0.0014045580430685715
8,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
8,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
8,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
8,L1,0,0.12,0.5,0.24,0.2,0.01152
8,L1,1,0.12,0.5,0.24,0.2,0.01152
8,L1,2,0.09518716386211959,0.5,0.19037432772423918,0.2,0.007248476931291205
8,L2,0,0.12,0.5,0.24,0.2,0.01152
8,L2,1,0.12,0.5,0.24,0.2,0.01152
8,L2,2,0.12,0.5,0.24,0.2,0.01152
8,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
8,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
8,L3,2,-0.058661462695003636,0.7,-0.08380208956429092,0.2,0.0014045580430682874
9,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
9,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
9,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
9,L1,0,0.12,0.5,0.24,0.2,0.01152
9,L1,1,0.12,0.5,0.24,0.2,0.01152
9,L1,2,0.0951871638556526,0.5,0.1903743277113052,0.2,0.0072484769303062845
9,L2,0,0.12,0.5,0.24,0.2,0.01152
9,L2,1,0.12,0.5,0.24,0.2,0.01152
9,L2,2,0.12,0.5,0.24,0.2,0.01152
9,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
9,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
9,L3,2,-0.05866146269500347,0.7,-0.08380208956429068,0.2,0.0014045580430682794
10,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
10,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
10,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
10,L1,0,0.12,0.5,0.24,0.2,0.01152
10,L1,1,0.12,0.5,0.24,0.2,0.01152
10,L1,2,0.0951871638551601,0.5,0.1903743277103202,0.2,0.007248476930231278
10,L2,0,0.12,0.5,0.24,0.2,0.01152
10,L2,1,0.12,0.5,0.24,0.2,0.01152
10,L2,2,0.12,0.5,0.24,0.2,0.01152
10,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
10,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
10,L3,2,-0.05866146269500347,0.7,-0.08380208956429068,0.2,0.0014045580430682794
11,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
11,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
11,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
11,L1,0,0.12,0.5,0.24,0.2,0.01152
11,L1,1,0.12,0.5,0.24,0.2,0.01152
11,L1,2,0.09518716385512263,0.5,0.19037432771024526,0.2,0.007248476930225571
11,L2,0,0.12,0.5,0.24,0.2,0.01152
11,L2,1,0.12,0.5,0.24,0.2,0.01152
11,L2,2,0.12,0.5,0.24,0.2,0.01152
11,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
11,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
11,L3,2,-0.05866146269500347,0.7,-0.08380208956429068,0.2,0.0014045580430682794
12,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
12,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
12,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
12,L1,0,0.12,0.5,0.24,0.2,0.01152
12,L1,1,0.12,0.5,0.24,0.2,0.01152
12,L1,2,0.09518716385511974,0.5,0.1903743277102395,0.2,0.0072484769302251315
12,L2,0,0.12,0.5,0.24,0.2,0.01152
12,L2,1,0.12,0.5,0.24,0.2,0.01152
12,L2,2,0.12,0.5,0.24,0.2,0.01152
12,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
12,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
12,L3,2,-0.05866146269500347,0.7,-0.08380208956429068,0.2,0.0014045580430682794
13,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
13,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
13,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
13,L1,0,0.12,0.5,0.24,0.2,0.01152
13,L1,1,0.12,0.5,0.24,0.2,0.01152
13,L1,2,0.09518716385511952,0.5,0.19037432771023904,0.2,0.0072484769302250986
13,L2,0,0.12,0.5,0.24,0.2,0.01152
13,L2,1,0.12,0.5,0.24,0.2,0.01152
13,L2,2,0.12,0.5,0.24,0.2,0.01152
13,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
13,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
13,L3,2,-0.05866146269500347,0.7,-0.08380208956429068,0.2,0.0014045580430682794
0,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
0,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
0,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
0,L1,0,0.12,0.5,0.24,0.2,0.01152
0,L1,1,0.12,0.5,0.24,0.2,0.01152
0,L1,2,0.09999999999999995,0.5,0.1999999999999999,0.2,0.007999999999999991
0,L2,0,0.12,0.5,0.24,0.2,0.01152
0,L2,1,0.12,0.5,0.24,0.2,0.01152
0,L2,2,0.12,0.5,0.24,0.2,0.01152
0,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
0,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
0,L3,2,-0.05999999999999997,0.7,-0.08571428571428567,0.2,0.0014693877551020394
1,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
1,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
1,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
1,L1,0,0.12,0.5,0.24,0.2,0.01152
1,L1,1,0.12,0.5,0.24,0.2,0.01152
1,L1,2,0.09562775510204077,0.5,0.19125551020408155,0.2,0.007315734036684708
1,L2,0,0.12,0.5,0.24,0.2,0.01152
1,L2,1,0.12,0.5,0.24,0.2,0.01152
1,L2,2,0.12,0.5,0.24,0.2,0.01152
1,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
1,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
1,L3,2,-0.058693877551020374,0.7,-0.08384839650145769,0.2,0.0014061107191731324
2,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
2,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
2,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
2,L1,0,0.12,0.5,0.24,0.2,0.01152
2,L1,1,0.12,0.5,0.24,0.2,0.01152
2,L1,2,0.09522234508445424,0.5,0.19044469016890847,0.2,0.007253836002706309
2,L2,0,0.12,0.5,0.24,0.2,0.01152
2,L2,1,0.12,0.5,0.24,0.2,0.01152
2,L2,2,0.12,0.5,0.24,0.2,0.01152
2,L3,0,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
2,L3,1,-0.1,0.7,-0.14285714285714288,0.2,0.004081632653061226
2,L3,2,-0.058662239033055924,0.7,-0.08380319861865132,0.2,0.0014045952197434246
3,L0,0,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
3,L0,1,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
3,L0,2,0.06,0.33,0.1818181818181818,0.25,0.008264462809917354
3,L1,0,0.12,0.5,0.24,0.2,0.01152
3,L1,1,0.12,0.5,0.24,0.2,0.01152
3,L1,2,0.09518988056803532,0.5,0.19037976113607064,0.2,0.007248890690045463
3,L2,0,0.12,0.5,0.24,0.2,0.01152
